,0,1,2,3
0,3,15,120,5
1,3,13,9,28
2,3,10,89,10
3,1,15,19,28
4,4,20,66,15
5,3,19,34,14
6,1,16,129,26
7,1,13,65,2
8,3,5,21,16
9,3,20,142,22
10,3,14,146,13
11,4,6,156,15
12,2,20,139,19
13,2,6,135,26
14,2,1,86,2
15,3,12,22,8
16,2,7,136,8
17,4,15,17,19
18,3,3,56,6
19,2,20,33,27
20,4,6,159,5
21,4,19,97,17
22,4,16,93,18
23,4,19,10,23
24,4,6,18,17
25,1,3,122,27
26,1,1,31,27
27,3,6,37,13
28,4,8,85,30
29,4,19,40,12
30,4,8,32,8
31,1,8,45,5
32,3,19,75,6
33,2,0,38,29
34,2,0,134,25
35,3,5,42,23
36,3,9,127,5
37,4,9,120,15
38,2,9,30,18
39,1,0,63,4
40,1,5,73,17
41,1,1,146,5
42,3,1,103,21
43,1,7,34,10
44,4,19,105,19
45,4,19,46,10
46,1,0,21,1
47,2,2,75,1
48,4,9,4,14
49,2,11,18,20
50,3,13,101,4
51,1,2,49,1
52,1,20,82,20
53,2,12,11,4
54,3,14,28,5
55,2,20,72,29
56,3,14,52,1
57,3,3,116,4
58,2,17,6,17
59,3,11,56,27
60,3,11,38,10
61,1,18,71,5
62,3,11,37,24
63,2,11,51,13
64,2,1,37,12
65,4,0,135,21
66,2,16,29,2
67,2,12,84,25
68,4,2,128,30
69,1,4,52,11
70,4,8,21,21
71,3,7,141,5
72,2,11,97,27
73,3,3,81,8
74,1,8,120,1
75,1,15,31,11
76,4,10,89,8
77,1,9,123,5
78,1,6,66,4
79,3,15,80,18
80,2,5,77,2
81,4,4,68,15
82,4,12,145,8
83,1,8,107,10
84,2,18,37,1
85,2,7,49,27
86,1,1,35,2
87,1,17,119,29
88,2,19,25,8
89,4,20,89,5
90,1,16,8,27
91,1,5,63,26
92,4,7,71,12
93,3,9,104,6
94,4,4,100,14
95,4,19,59,27
96,4,18,45,7
97,1,5,33,29
98,3,8,127,24
99,3,15,1,24
100,3,8,108,20
101,1,8,95,3
102,3,12,129,27
103,1,12,112,6
104,4,11,25,16
105,3,0,116,20
106,1,17,56,6
107,1,14,80,8
108,2,13,90,9
109,1,4,12,2
110,4,10,40,24
111,1,8,105,15
112,3,3,79,19
113,3,12,52,13
114,3,9,17,29
115,4,13,135,25
116,2,15,84,4
117,1,0,90,12
118,4,10,156,22
119,4,7,92,18
120,3,15,78,1
121,3,16,114,16
122,1,18,153,21
123,4,20,59,26
124,2,6,147,16
125,2,7,16,18
126,4,7,9,18
127,3,5,99,15
128,3,5,63,16
129,1,15,37,18
130,2,4,1,30
131,2,14,147,2
132,4,8,119,10
133,1,7,39,5
134,4,6,136,27
135,1,5,65,26
136,3,1,135,22
137,3,11,83,14
138,1,1,133,13
139,3,2,135,13
140,1,13,99,6
141,2,8,102,3
142,2,3,46,14
143,1,20,120,29
144,1,17,30,11
145,2,18,101,19
146,4,12,96,7
147,4,17,98,21
148,1,3,111,9
149,2,11,111,21
150,1,18,40,20
151,4,2,76,25
152,1,17,35,30
153,1,5,145,29
154,1,3,19,4
155,1,16,64,22
156,3,7,123,4
157,1,7,109,26
158,3,16,15,14
159,1,14,36,18
160,2,7,35,18
161,3,11,66,10
162,2,0,116,23
163,1,14,75,19
164,2,17,157,3
165,4,12,0,14
166,4,14,151,16
167,1,1,128,10
168,3,8,6,6
169,2,9,50,24
170,3,14,67,23
171,2,10,71,19
172,1,4,92,10
173,4,15,29,28
174,2,18,149,20
175,3,9,22,16
176,3,0,102,4
177,1,20,103,30
178,1,8,93,5
179,4,0,12,8
180,3,7,25,19
181,4,8,67,8
182,2,19,93,18
183,4,19,15,20
184,1,14,0,18
185,4,6,6,16
186,4,3,88,9
187,1,8,28,9
188,4,14,94,16
189,3,19,138,30
190,2,4,103,14
191,4,16,152,9
192,1,14,91,23
193,2,0,105,11
194,4,20,27,25
195,3,19,14,15
196,3,9,67,25
197,2,8,21,20
198,1,9,25,2
199,1,8,57,13
200,3,10,93,12
201,4,12,4,17
202,1,15,35,1
203,1,14,134,28
204,3,13,131,29
205,1,7,3,26
206,4,0,16,17
207,3,12,27,3
208,3,0,81,18
209,1,8,88,6
210,3,12,6,7
211,3,17,17,12
212,2,13,160,3
213,3,9,97,10
214,1,7,39,26
215,4,14,28,26
216,1,13,131,30
217,3,14,114,13
218,4,4,10,7
219,2,5,25,30
220,4,16,47,20
221,1,1,118,13
222,2,7,8,5
223,3,2,5,17
224,4,4,108,28
225,2,2,115,3
226,4,12,146,25
227,1,11,57,5
228,2,20,21,10
229,1,18,155,18
230,3,9,126,29
231,1,3,151,29
232,1,9,45,14
233,3,2,47,6
