,0,1,2,3
0,4,5,147,8
1,3,17,30,18
2,1,9,9,12
3,3,12,62,23
4,1,19,98,7
5,4,16,83,7
6,3,14,128,3
7,4,16,91,22
8,1,8,110,5
9,2,5,102,26
10,3,14,23,18
11,1,3,30,23
12,2,20,29,24
13,1,13,148,10
14,2,8,5,27
15,3,10,143,10
16,1,6,113,28
17,2,8,85,13
18,3,19,144,6
19,1,12,89,19
20,1,18,40,12
21,1,13,74,25
22,4,1,142,24
23,2,17,11,4
24,4,18,58,30
25,4,7,27,25
26,4,16,86,15
27,1,2,77,6
28,2,8,28,10
29,1,17,19,19
30,4,20,122,16
31,4,4,37,14
32,1,20,2,15
33,3,12,60,4
34,1,17,14,25
35,1,2,0,30
36,4,15,8,25
37,4,18,63,9
38,2,14,24,18
39,2,12,68,12
40,2,15,9,19
41,1,15,136,13
42,2,12,49,23
43,2,10,39,7
44,4,19,36,2
45,2,15,146,3
46,1,18,79,18
47,3,1,122,20
48,4,19,70,30
49,4,0,114,29
50,4,7,59,17
51,3,3,32,4
52,3,5,86,17
53,1,12,22,5
54,4,20,2,6
55,3,1,39,11
56,3,10,63,13
57,3,12,73,30
58,2,14,12,18
59,1,14,82,9
60,2,1,39,10
61,2,6,17,1
62,3,18,98,30
63,2,4,143,25
64,2,7,159,20
65,1,11,72,25
66,4,17,16,7
67,3,3,53,11
68,2,6,99,22
69,3,4,97,24
70,3,2,129,28
71,1,8,50,6
72,4,12,54,7
73,3,13,136,27
74,3,19,110,22
75,1,17,67,15
76,4,18,38,4
77,4,5,122,9
78,1,8,44,3
79,1,18,24,3
80,1,18,126,17
81,3,3,17,7
82,3,8,136,28
83,1,14,74,18
84,3,14,158,9
85,3,9,144,25
86,2,5,65,13
87,4,7,56,1
88,1,12,83,4
89,2,17,144,18
90,3,19,64,28
91,3,16,62,14
92,3,12,1,16
93,3,20,113,28
94,3,0,85,16
95,2,16,132,10
96,1,11,123,25
97,1,4,8,23
98,2,17,24,22
99,2,18,18,2
100,3,2,32,8
101,3,0,84,28
102,4,14,61,5
103,1,14,158,8
104,2,10,50,9
105,2,16,6,16
106,4,16,45,7
107,3,8,8,22
108,3,13,39,14
109,1,14,5,13
110,1,16,155,6
111,1,13,140,16
112,4,9,26,25
113,4,4,12,20
114,4,6,137,29
115,2,4,71,20
116,4,16,157,1
117,1,20,12,21
118,1,8,156,22
119,2,4,74,28
120,4,10,31,29
121,4,13,11,11
122,2,7,135,7
123,3,17,40,25
124,2,11,96,7
125,1,9,4,24
126,3,11,108,18
127,1,1,75,14
128,2,13,6,12
129,1,15,160,30
130,2,17,129,20
131,1,13,74,10
132,3,5,54,3
133,3,14,138,30
134,1,8,79,18
135,1,20,45,3
136,3,10,38,28
137,2,5,21,12
138,2,9,18,16
139,4,7,135,28
140,4,4,103,3
141,3,7,103,23
142,3,0,65,2
143,1,14,112,8
144,1,11,152,3
145,2,8,17,2
146,4,11,91,13
147,2,6,20,5
148,1,20,110,26
149,3,11,39,1
150,2,3,151,3
151,4,5,41,15
152,3,13,72,6
153,2,20,59,25
154,2,14,101,23
155,1,19,28,7
156,3,1,92,25
157,3,18,94,21
158,2,20,13,28
159,3,0,68,23
