,0,1,2,3
0,1,6,77,4
1,1,19,45,25
2,1,5,108,6
3,4,15,129,2
4,3,19,129,21
5,2,15,31,25
6,1,0,8,4
7,2,16,130,18
8,2,19,56,13
9,1,20,137,7
10,1,7,26,2
11,2,19,70,30
12,2,0,129,9
13,3,11,8,23
14,1,3,139,28
15,2,17,49,5
16,1,9,144,18
17,2,18,20,30
18,1,2,89,5
19,3,14,21,19
20,1,3,2,26
21,2,19,9,28
22,1,13,123,15
23,3,1,137,16
24,3,3,83,19
25,3,18,77,18
26,4,3,57,2
27,4,19,141,4
28,3,17,76,2
29,4,19,84,23
30,4,10,2,19
31,3,4,147,4
32,4,14,155,17
33,1,20,45,8
34,1,0,102,11
35,1,18,14,17
36,1,10,2,22
37,3,19,126,18
38,1,5,7,6
39,1,18,4,17
40,3,9,14,9
41,3,15,150,26
42,4,6,143,22
43,4,13,79,30
44,4,6,10,17
45,1,6,96,29
46,1,15,50,14
47,3,14,33,12
48,3,19,65,13
49,2,10,55,2
50,1,15,87,15
51,3,6,86,1
52,4,19,54,19
53,2,6,17,10
54,3,17,43,10
55,4,20,70,7
56,1,19,145,14
57,2,13,113,23
58,4,7,106,10
59,4,7,98,11
60,3,9,47,7
61,4,9,6,14
62,3,7,111,19
63,1,6,91,1
64,4,0,130,8
65,4,17,68,22
66,1,11,28,28
67,3,2,160,2
68,1,6,83,14
69,1,18,35,13
70,4,3,55,26
71,1,15,149,8
72,4,8,47,12
73,3,6,150,19
74,3,15,89,7
75,3,9,6,7
76,4,20,5,22
77,1,0,0,28
78,2,12,105,1
79,2,18,26,5
80,3,1,0,23
81,2,0,80,21
82,4,10,77,10
83,3,15,22,25
84,1,17,95,20
85,3,20,115,12
86,2,7,43,22
87,1,6,51,6
88,1,14,16,28
89,3,7,123,5
90,3,19,61,2
91,2,16,29,7
92,1,2,92,29
93,4,10,130,15
94,3,12,102,9
95,3,3,136,16
96,4,15,132,21
97,3,14,111,30
98,4,11,47,6
99,4,4,78,29
100,2,17,7,4
101,3,6,58,23
102,4,17,20,29
103,2,3,146,17
104,1,6,84,22
105,1,6,56,24
106,3,5,146,24
107,1,7,19,6
108,1,4,31,14
109,4,10,22,12
110,4,11,130,30
111,3,16,15,18
112,1,17,42,11
113,4,3,88,2
114,3,8,53,13
115,2,16,74,8
