,0,1,2,3
0,1,14,75,14
1,3,0,75,24
2,3,5,30,17
3,1,11,60,14
4,4,9,25,3
5,2,8,0,28
6,2,13,72,27
7,2,18,81,9
8,2,12,35,20
9,2,10,9,10
10,4,12,42,11
11,3,17,34,15
12,2,6,146,11
13,4,12,0,21
14,1,9,118,21
15,2,1,126,13
16,3,15,6,26
17,1,12,7,29
18,1,2,134,29
19,2,7,55,13
20,3,4,85,27
21,4,6,69,2
22,4,8,121,24
23,2,9,51,23
24,3,16,145,11
25,1,3,78,12
26,2,0,47,8
27,1,11,58,20
28,3,18,135,7
29,2,13,137,25
30,2,20,41,6
31,3,5,51,30
32,3,5,22,9
33,1,0,20,6
34,2,18,160,17
35,1,14,77,15
36,3,15,36,21
37,2,19,124,2
38,4,11,137,28
39,1,10,109,6
40,4,10,133,12
41,2,18,134,1
42,4,17,115,11
43,1,15,83,15
44,4,13,95,9
45,3,12,146,21
46,4,12,113,12
47,4,12,59,5
48,3,7,80,23
49,2,6,97,29
50,4,6,140,21
51,1,19,21,22
52,2,2,74,27
53,4,8,1,13
54,2,2,122,17
55,2,20,57,12
56,1,13,58,10
57,2,18,21,12
58,2,19,85,1
59,4,15,90,27
60,3,14,119,20
61,3,15,149,18
62,1,9,46,16
63,2,2,73,3
64,3,15,122,14
65,1,8,100,27
66,3,18,98,23
67,4,11,54,22
68,2,7,13,30
69,4,6,37,6
70,3,16,81,12
71,3,20,101,17
72,1,13,156,30
73,3,8,157,28
74,1,2,113,3
75,4,17,97,8
76,3,10,44,21
77,1,7,124,8
78,2,19,26,30
79,3,0,75,27
80,1,13,19,3
81,4,4,108,10
82,4,5,160,11
83,4,4,91,19
84,3,16,74,3
85,3,12,84,28
86,2,6,78,5
87,2,3,69,5
88,4,11,149,19
89,2,1,98,8
90,3,8,70,15
91,3,4,100,7
92,3,11,43,14
93,3,0,59,14
94,1,0,2,19
95,4,17,98,11
96,1,20,136,28
97,2,18,111,13
98,3,14,130,7
99,1,17,54,20
100,1,6,24,16
101,1,15,102,7
102,2,19,28,19
103,1,9,141,8
104,4,6,24,19
105,3,8,148,16
106,4,15,18,22
107,3,15,92,5
108,1,14,127,26
109,2,0,84,29
110,4,8,95,29
111,4,10,73,3
112,4,15,132,18
113,2,7,142,1
114,4,13,46,15
115,1,14,18,26
116,4,19,63,17
117,1,15,104,21
118,4,9,28,28
119,3,18,21,4
120,4,3,71,13
121,2,15,17,19
122,3,2,60,12
123,1,8,125,6
124,3,2,37,4
125,4,17,70,4
126,3,18,98,29
127,2,12,40,8
128,4,3,124,16
129,2,10,50,24
130,1,0,25,13
131,4,16,25,12
132,3,6,123,14
133,1,15,159,6
134,3,17,88,10
135,1,8,107,19
136,2,12,150,13
137,2,8,7,29
138,2,12,76,23
139,2,16,69,13
140,3,17,101,2
141,2,7,84,25
142,1,16,41,16
143,2,6,29,17
144,4,11,52,13
145,2,18,40,5
146,1,17,105,14
147,1,18,140,20
148,2,16,138,17
149,3,11,146,24
150,4,2,86,11
151,2,20,106,6
152,4,9,119,20
153,1,15,117,15
154,2,2,40,26
155,3,0,43,27
156,3,1,78,18
157,4,9,102,21
158,2,3,127,20
159,3,6,97,13
160,1,4,124,18
161,1,5,129,3
162,2,20,148,5
163,3,11,8,13
164,1,5,77,15
165,3,4,0,29
166,1,2,130,1
167,4,20,89,12
168,4,20,110,8
169,3,13,104,6
170,1,9,18,29
171,4,3,74,19
172,3,7,113,28
173,1,13,61,2
174,1,20,3,15
175,2,0,133,19
176,2,3,37,27
177,4,11,87,21
178,4,2,160,24
179,2,19,61,18
180,3,14,48,22
181,2,2,90,7
182,4,17,130,11
183,3,11,47,24
184,3,19,107,7
185,2,5,159,24
186,2,6,2,20
187,4,1,11,20
188,2,0,85,6
189,3,10,153,16
190,1,8,77,8
191,3,13,93,8
192,4,5,68,11
193,1,7,160,24
194,1,19,122,20
195,3,18,132,26
196,3,9,26,19
197,4,7,80,1
198,1,13,117,7
199,1,17,145,29
200,4,4,123,23
201,4,14,4,29
202,4,7,113,18
203,2,9,51,26
204,4,12,7,17
205,3,15,27,20
206,2,4,66,8
207,3,6,71,14
208,2,14,71,29
209,2,16,102,1
210,1,2,33,10
211,4,10,30,19
212,4,20,83,18
213,3,1,17,19
214,2,9,97,22
215,3,15,28,8
216,2,16,132,11
217,3,8,19,11
218,1,20,111,22
219,1,2,97,13
220,2,20,97,25
221,4,0,19,9
222,4,0,32,30
223,2,18,42,4
224,3,14,105,29
225,3,13,107,19
226,3,5,106,12
227,1,16,16,4
228,3,4,110,7
229,4,17,94,10
230,2,6,44,15
231,3,20,102,27
232,4,17,69,14
233,3,19,17,21
234,2,3,30,11
235,1,14,23,16
236,2,4,158,18
237,4,6,125,17
238,3,12,46,15
239,4,6,148,16
240,1,1,139,19
241,2,18,67,27
242,3,19,59,24
243,2,10,72,15
244,4,8,86,15
245,3,15,82,25
246,3,11,5,13
247,3,10,66,3
248,4,2,4,18
249,3,20,39,3
250,3,2,81,19
251,3,5,25,27
252,4,20,92,8
253,4,18,79,23
254,4,9,83,27
255,3,8,55,8
256,4,8,7,5
257,1,1,77,4
258,2,16,66,23
259,2,0,98,2
260,4,9,121,1
261,3,0,133,4
262,3,10,47,4
263,2,15,155,25
264,1,14,118,1
265,4,17,150,11
266,2,1,35,5
267,4,0,70,8
268,2,9,120,14
269,3,6,48,7
270,4,13,31,15
271,1,16,48,21
272,2,4,41,29
273,3,4,141,15
274,3,17,48,30
275,1,6,19,4
276,2,18,154,22
277,2,6,33,11
278,2,12,96,7
279,4,20,0,20
280,4,18,130,19
281,3,8,2,6
282,4,1,25,15
283,1,13,79,20
284,1,13,60,17
285,3,19,41,24
286,2,3,130,11
287,4,2,132,30
288,3,11,20,14
289,1,3,8,22
290,3,17,22,28
291,1,17,114,17
292,2,7,155,27
293,2,3,72,18
294,4,19,135,6
295,4,3,124,3
296,3,13,6,11
297,1,10,84,6
298,2,3,13,5
299,2,4,39,26
300,3,8,82,28
301,1,15,41,20
302,3,4,5,29
303,3,2,80,4
304,4,18,139,9
305,3,16,7,13
306,4,3,123,2
307,3,19,80,26
308,2,3,101,10
309,3,14,105,20
310,1,7,43,11
311,2,16,14,23
312,1,9,137,15
313,2,1,23,6
314,3,18,92,17
315,2,5,64,19
316,1,15,149,8
317,2,3,136,26
318,4,8,157,26
319,1,13,15,21
320,4,15,72,10
321,3,12,134,6
322,4,4,37,29
323,4,13,25,26
324,4,3,131,20
325,2,16,153,27
326,4,13,105,20
327,4,16,12,5
328,3,12,6,1
329,2,1,143,20
330,1,16,59,9
331,1,14,129,9
332,2,18,34,4
333,4,7,84,25
334,1,8,51,20
335,2,14,123,20
336,1,2,79,1
337,1,15,91,7
338,1,10,6,9
339,3,13,116,25
340,2,13,133,18
341,3,8,148,8
342,4,7,26,16
343,2,15,29,25
344,1,13,159,12
345,2,10,121,1
346,3,0,143,23
347,1,5,42,7
348,4,18,18,20
349,2,16,83,28
350,2,17,11,27
351,4,0,104,5
352,2,11,44,20
353,1,15,32,1
354,2,12,98,15
355,4,19,91,1
356,4,19,107,9
357,2,15,156,30
358,1,3,160,2
359,4,2,63,9
360,1,13,157,13
361,3,8,115,12
362,3,16,71,23
363,3,16,146,25
364,4,1,36,11
365,2,17,144,1
366,2,5,34,22
367,2,12,94,10
368,3,18,36,9
369,1,7,53,7
370,4,6,152,15
371,3,1,134,15
372,4,0,160,24
373,4,10,30,17
374,1,18,126,12
375,4,19,107,8
376,4,20,8,8
377,1,8,100,3
378,4,15,100,21
379,4,0,1,16
380,2,9,85,27
381,1,3,28,2
382,3,12,66,19
383,1,5,18,1
384,4,0,14,14
385,2,19,97,22
386,1,1,120,2
387,1,16,64,6
388,1,20,129,27
389,2,16,52,16
390,3,2,33,7
391,1,3,157,28
392,3,6,142,12
393,2,1,4,27
394,2,16,17,22
395,1,11,141,19
396,2,4,153,16
397,4,13,144,21
398,3,11,124,16
399,4,10,110,23
400,4,13,9,11
401,1,4,24,9
402,4,3,118,1
403,1,10,50,19
404,3,8,75,17
405,3,11,135,22
406,1,20,82,4
407,2,8,24,12
408,3,14,2,5
409,1,8,105,5
410,3,16,101,19
411,1,14,31,23
412,4,1,148,20
413,4,14,36,5
414,2,3,23,12
415,1,17,44,15
416,3,13,61,9
417,4,5,58,9
418,1,18,55,11
419,3,10,126,20
420,2,2,109,30
421,1,9,11,15
422,1,6,141,1
423,2,16,58,21
424,4,7,135,8
425,3,0,11,12
426,2,12,37,16
427,1,1,105,20
428,1,16,10,29
429,1,0,139,9
430,2,10,82,30
431,2,7,94,5
432,4,8,129,25
433,1,13,151,5
434,2,5,151,15
435,4,13,4,2
436,1,2,60,27
437,3,2,42,17
438,4,3,20,2
439,4,18,16,15
440,2,7,111,9
441,3,17,50,7
442,2,10,57,20
443,4,15,108,28
444,1,16,123,7
445,2,11,26,25
446,1,8,75,6
447,2,2,9,16
448,1,5,160,29
449,3,0,136,5
450,1,14,91,10
451,1,9,38,7
452,3,11,102,29
453,1,12,91,26
454,3,13,107,7
455,2,14,11,13
456,1,7,151,28
457,2,16,63,7
458,4,18,18,3
459,1,13,17,2
460,4,0,153,11
461,1,20,50,5
462,4,9,158,16
463,2,7,20,29
464,2,0,103,30
465,3,4,81,25
466,1,12,70,10
467,3,1,123,2
468,2,2,17,25
469,2,0,157,6
470,1,19,54,28
471,3,5,118,13
472,2,17,48,9
473,2,10,153,9
474,4,14,113,18
475,2,19,141,10
476,1,13,139,22
477,1,0,5,8
478,2,4,125,20
479,2,9,22,26
480,4,15,125,9
481,2,7,120,9
482,3,2,41,4
483,4,17,136,24
484,4,20,103,11
485,4,2,136,19
486,2,3,26,23
487,2,4,85,19
488,3,20,106,10
489,1,11,94,22
490,4,3,56,7
491,3,12,23,28
492,1,5,133,24
493,3,6,145,8
494,1,14,36,23
495,3,4,55,27
496,4,2,54,22
497,1,10,110,3
498,1,17,61,9
499,3,5,124,6
500,3,18,75,9
501,2,0,83,24
502,2,8,87,25
503,1,12,61,12
504,2,17,101,21
505,1,12,9,14
506,3,11,62,23
507,2,13,20,16
508,2,6,139,3
509,2,20,1,10
510,3,16,92,17
511,1,11,54,2
512,1,0,66,9
513,4,4,64,22
514,2,17,17,1
515,1,2,28,28
516,3,13,119,5
517,2,15,72,5
518,3,1,41,24
519,3,4,113,14
520,1,5,51,13
521,3,15,87,25
522,2,9,93,21
523,3,5,137,1
524,1,0,84,6
525,4,19,58,18
526,4,17,50,27
527,3,13,76,5
528,3,0,135,12
529,4,7,159,25
530,1,8,84,9
531,1,17,79,20
532,2,7,122,8
533,4,11,82,22
534,1,1,28,24
535,1,14,46,23
536,4,4,70,22
537,2,3,142,18
538,4,4,122,4
539,4,4,92,18
540,2,20,144,8
541,3,14,98,22
542,2,19,80,4
543,4,6,51,17
544,1,8,37,11
545,1,0,104,21
546,2,11,91,6
547,1,13,7,2
548,3,4,140,21
549,1,1,141,19
550,3,17,92,14
551,1,0,42,3
552,3,14,105,23
553,4,4,160,12
554,1,3,80,13
555,4,19,158,21
556,2,11,59,6
557,3,7,39,25
558,1,7,27,21
559,2,19,143,30
560,2,20,51,4
561,4,19,149,6
562,2,1,133,12
563,3,10,153,30
564,2,20,65,16
565,1,9,154,2
566,4,8,2,3
567,2,10,148,7
568,2,14,147,4
569,1,15,119,12
570,4,4,138,2
571,1,0,30,3
572,1,17,23,9
573,3,8,107,15
574,2,7,131,22
575,1,20,160,26
576,2,12,125,13
577,2,19,149,3
578,2,5,145,26
579,1,16,83,25
580,2,17,159,1
581,3,9,135,21
582,1,6,39,11
583,1,9,63,1
584,2,7,40,16
585,3,20,155,9
586,3,9,128,19
587,1,20,76,18
588,2,18,6,14
589,1,6,74,6
590,2,3,51,21
591,1,14,83,27
592,3,6,47,24
593,1,16,98,15
594,2,19,114,20
595,2,4,148,17
596,2,13,133,19
597,2,7,90,10
598,2,0,114,24
599,1,19,63,6
600,3,12,60,30
601,4,5,91,7
602,4,4,113,20
603,3,5,67,17
604,2,17,127,6
605,1,13,85,23
606,4,14,52,16
607,3,16,103,11
608,2,15,122,6
609,3,7,102,9
610,4,4,160,28
611,2,10,31,10
612,4,0,116,4
613,2,16,102,14
614,4,14,138,25
615,4,18,90,7
616,2,18,126,13
617,2,2,155,21
618,1,3,67,27
619,4,14,131,28
620,4,11,64,29
621,4,8,109,9
622,1,9,4,5
623,1,10,112,24
624,1,17,8,3
625,1,19,34,21
626,3,6,74,21
627,4,0,132,10
628,4,18,69,2
629,1,1,122,10
630,3,11,115,5
631,1,2,20,22
632,3,14,28,4
633,1,3,119,16
634,1,2,13,23
635,3,8,126,14
636,3,12,120,29
637,4,13,92,24
638,1,11,87,20
639,4,6,85,2
640,3,6,8,27
641,3,19,86,1
642,3,0,65,21
643,3,11,109,12
644,4,11,2,3
645,2,9,125,28
646,2,15,32,10
647,1,6,132,9
648,1,9,158,28
649,4,15,121,23
650,3,17,14,6
651,3,2,51,15
652,2,13,115,29
653,1,10,112,8
654,2,1,146,25
655,4,7,54,7
656,4,18,99,30
657,2,7,50,21
658,1,8,154,15
659,3,4,155,30
660,2,17,23,20
661,4,18,42,18
662,4,10,63,1
663,1,13,160,16
664,4,2,84,6
665,2,0,113,23
666,3,15,5,22
667,4,5,39,8
668,2,3,118,13
669,4,2,87,21
670,3,19,31,26
671,4,7,159,27
672,1,6,121,19
673,4,11,90,26
674,3,17,159,28
675,3,9,105,28
676,4,17,87,7
677,3,14,5,18
678,3,1,11,13
679,4,0,146,20
680,4,10,21,12
681,3,3,6,4
682,2,20,63,29
683,4,4,106,28
684,3,13,7,22
685,4,17,111,15
686,3,3,66,26
687,1,17,53,20
688,3,6,72,2
689,4,10,150,18
690,4,12,22,27
691,1,11,22,26
692,1,6,94,28
693,1,19,140,19
694,4,17,93,11
695,2,19,125,20
696,4,14,132,6
697,2,8,31,28
698,2,18,69,17
699,1,16,7,21
700,2,9,71,12
701,1,13,62,28
702,3,12,9,28
703,2,16,136,25
704,1,20,56,2
705,1,2,57,28
706,2,11,137,16
707,2,16,47,6
708,1,13,131,8
709,1,19,31,3
710,1,10,79,8
711,3,13,21,25
712,4,8,149,8
713,1,9,118,2
714,1,11,2,4
715,3,5,15,30
716,1,15,135,9
717,3,14,129,6
718,3,7,69,24
719,3,2,17,4
720,3,7,84,28
721,2,8,11,3
722,3,18,43,23
723,2,10,131,15
724,2,17,88,3
725,1,19,85,13
726,4,2,91,9
727,4,16,128,16
728,2,0,123,11
729,3,20,5,25
730,1,13,113,11
731,4,19,109,1
732,2,3,90,13
733,3,13,10,4
734,2,6,92,29
735,2,18,22,10
736,4,11,135,15
737,4,18,8,12
738,1,19,88,6
739,3,12,36,29
740,2,10,55,24
741,2,10,76,23
742,1,0,50,18
743,1,10,89,3
744,2,12,93,20
745,2,8,95,30
746,4,18,35,28
747,1,12,76,28
748,2,6,22,16
749,4,11,34,12
750,4,20,133,15
751,4,17,54,2
752,4,2,4,19
753,1,7,125,14
754,2,14,26,3
755,3,19,112,10
756,4,14,73,30
757,3,15,67,30
758,1,1,4,3
759,3,20,2,4
760,4,13,42,15
761,2,7,139,9
762,2,9,57,26
763,1,5,151,26
764,3,15,99,11
765,3,4,70,30
766,3,0,29,27
767,4,19,122,12
768,2,2,91,12
769,2,14,7,20
770,4,7,100,10
771,2,14,114,27
772,3,3,10,28
773,3,9,93,21
774,2,16,23,19
775,1,12,126,14
776,4,18,26,17
777,2,9,85,18
778,4,18,54,11
779,1,16,82,16
780,4,4,32,16
781,3,20,11,27
782,4,3,10,12
783,1,19,68,1
784,4,17,124,30
785,4,3,103,23
786,1,20,28,17
787,3,0,116,4
788,1,1,60,20
789,2,11,15,22
790,1,11,12,9
791,2,11,147,21
792,4,19,31,30
793,4,8,91,10
794,4,16,44,18
795,3,12,160,14
796,3,17,104,26
797,1,2,96,5
798,1,17,40,27
799,3,0,141,8
800,1,15,109,3
801,3,17,12,30
802,1,6,4,10
803,2,11,29,12
804,1,11,63,24
805,3,2,10,18
806,4,11,41,27
807,1,1,127,9
808,2,9,105,27
809,1,2,78,21
810,4,18,41,9
811,3,7,93,20
812,4,1,26,16
813,1,2,156,10
814,1,16,142,20
815,3,6,35,24
816,3,4,113,23
817,2,12,58,12
818,4,6,19,30
819,2,12,45,23
820,4,14,37,24
821,4,3,20,23
822,4,11,84,12
823,3,13,115,20
824,4,16,72,30
825,2,4,3,19
826,2,1,110,16
827,3,10,103,19
