,0,1,2,3
0,3,6,106,23
1,2,19,23,15
2,2,14,155,22
3,1,7,40,3
4,2,0,5,20
5,1,1,66,23
6,2,4,85,26
7,4,12,10,27
8,3,16,43,2
9,3,17,140,9
10,3,20,83,9
11,4,14,21,6
12,2,0,113,5
13,3,6,142,4
14,3,18,160,17
15,3,11,136,25
16,2,17,142,4
17,2,17,104,9
18,1,20,33,4
19,1,5,44,28
20,4,8,81,19
21,3,18,104,12
22,1,3,140,20
23,2,3,138,15
24,3,1,117,26
25,4,20,10,27
26,2,14,65,22
27,2,13,142,25
28,3,1,63,10
29,1,8,145,19
30,1,19,1,30
31,4,14,153,24
32,4,0,82,23
33,4,18,88,5
34,3,14,129,21
35,4,14,18,15
36,2,2,133,3
37,4,4,89,18
38,4,3,16,11
39,4,13,90,4
40,2,13,140,26
41,3,6,48,11
42,3,20,159,2
43,4,9,120,22
44,1,6,111,19
45,4,6,155,20
46,4,13,39,9
47,3,15,127,1
48,2,0,33,23
49,3,16,145,9
50,4,20,85,14
51,3,7,116,27
52,2,15,31,26
53,3,8,31,15
54,4,13,92,5
55,2,13,45,17
56,2,4,33,26
57,4,1,18,27
58,2,4,152,30
59,3,8,23,16
60,3,8,96,16
61,3,15,86,20
62,2,4,93,11
63,4,5,92,19
64,4,18,65,10
65,4,4,37,30
66,1,6,123,26
67,3,15,86,10
68,3,0,73,14
69,4,7,96,10
70,3,10,94,27
71,1,18,90,7
72,1,2,26,2
73,2,15,52,28
74,4,7,96,2
75,1,9,91,6
76,1,11,5,2
77,2,8,115,11
78,2,7,84,7
79,4,10,112,20
80,3,15,115,19
81,1,19,118,20
82,3,14,48,1
83,2,1,86,18
84,4,10,132,9
85,3,6,78,19
86,1,20,70,24
87,2,13,121,3
88,2,17,148,12
89,1,7,130,24
90,4,7,22,10
91,1,16,99,2
92,4,1,9,13
93,1,14,77,19
94,3,17,125,29
95,4,18,35,5
96,1,4,112,26
97,2,15,6,24
98,4,10,120,17
99,1,19,0,13
100,2,11,145,14
101,3,10,152,18
102,3,19,36,26
103,4,5,40,23
104,3,6,110,22
105,4,14,51,24
106,4,13,30,26
107,2,4,155,29
108,3,1,100,5
109,3,0,51,27
110,1,20,1,13
111,2,13,54,24
112,3,8,95,27
113,2,1,126,3
114,1,1,65,13
115,3,12,117,29
116,3,4,126,2
117,1,12,94,24
118,3,4,146,1
119,4,14,134,28
120,4,12,45,16
121,3,12,52,12
122,2,5,86,22
123,2,10,111,6
124,3,11,102,2
125,2,17,154,16
126,2,19,159,21
127,2,7,76,7
128,3,8,97,13
129,3,10,99,18
130,4,12,149,4
131,1,17,3,26
132,2,15,142,1
133,2,1,114,27
134,3,16,8,2
135,1,19,137,21
136,1,16,18,18
137,2,10,17,24
138,3,11,51,14
139,4,12,113,30
140,2,15,38,23
141,2,15,36,23
142,3,12,72,17
143,3,5,7,9
144,2,7,101,28
145,2,6,75,5
146,2,14,9,17
147,1,15,83,12
148,4,18,110,26
149,3,8,37,12
150,4,2,17,14
151,2,11,59,17
152,4,13,68,4
153,1,9,52,2
154,4,17,44,18
155,4,17,111,12
156,4,19,50,17
157,3,5,113,6
158,1,9,52,10
159,4,2,32,26
160,3,9,70,28
161,4,6,62,26
162,3,13,28,19
163,2,13,39,13
164,2,4,100,30
165,1,5,141,27
166,1,11,6,24
167,3,1,79,30
168,2,18,54,30
169,2,1,127,29
170,2,6,100,25
171,2,16,0,1
172,4,2,66,23
173,3,17,153,28
174,4,7,57,22
175,3,17,123,26
176,1,20,27,3
177,1,8,80,30
178,2,4,22,22
179,1,16,61,10
180,3,8,39,6
181,1,20,89,16
182,1,20,92,23
183,2,4,59,5
184,1,15,154,9
185,2,11,49,18
186,1,1,74,7
187,2,3,39,7
188,4,13,156,25
189,2,4,84,8
190,1,3,127,3
191,3,19,63,20
192,4,20,111,6
193,1,12,5,26
194,3,6,128,16
195,1,5,94,29
196,3,0,103,8
197,3,7,14,9
198,3,11,53,19
199,3,14,75,11
200,4,6,128,26
201,2,7,50,2
202,4,7,90,19
203,4,17,3,28
204,3,12,99,3
205,4,0,129,9
206,2,10,90,13
207,4,0,88,17
208,4,17,138,30
209,1,0,137,26
210,3,13,146,14
211,2,16,124,29
212,1,19,65,11
213,4,0,155,2
214,2,8,39,21
215,1,1,24,5
216,3,7,140,29
217,1,17,154,24
218,3,2,43,13
219,2,18,127,22
220,3,20,1,12
221,3,19,150,11
222,1,2,76,17
223,1,11,119,25
224,3,14,36,3
225,1,19,84,27
226,3,8,110,16
227,3,4,154,14
228,2,1,50,17
229,4,9,153,1
230,1,1,97,27
231,1,16,139,18
232,1,5,36,21
233,1,18,38,3
234,2,20,41,29
235,2,19,3,12
236,4,12,94,23
237,2,1,15,23
238,2,14,56,28
239,3,6,36,20
240,2,13,70,14
241,1,20,26,24
242,4,12,150,4
243,1,4,152,12
244,3,8,87,7
245,3,11,87,6
246,1,6,98,10
247,1,19,13,30
248,4,6,155,4
249,2,19,136,16
250,1,16,21,7
251,2,10,68,11
252,3,10,0,28
253,4,8,28,30
254,4,17,122,4
255,1,3,44,29
256,4,4,29,12
257,4,6,114,21
258,1,17,46,15
259,1,10,63,10
260,1,0,5,3
261,4,0,12,5
262,3,19,120,19
263,2,3,152,10
264,1,14,102,30
265,3,15,154,8
266,4,6,10,2
267,3,20,122,2
268,2,11,138,12
269,2,5,2,24
270,2,18,159,2
271,2,3,144,13
272,1,17,82,30
273,3,19,102,27
274,2,12,14,30
275,2,7,119,17
276,4,19,54,1
277,1,12,18,15
278,3,18,107,29
279,2,15,82,8
280,1,0,112,15
281,1,19,45,11
282,2,17,131,26
283,1,2,144,16
284,4,9,73,5
285,1,6,18,19
286,4,16,53,30
287,1,7,142,19
288,2,1,110,20
289,1,0,154,12
290,3,18,13,13
291,1,20,150,25
292,2,15,149,11
293,3,0,30,23
294,4,14,70,8
295,3,2,76,11
296,3,11,110,14
297,1,18,22,13
298,3,5,6,19
299,1,0,125,12
300,2,3,98,20
301,2,4,157,28
302,3,11,138,7
303,4,4,105,21
304,2,6,28,30
305,4,3,1,6
306,3,16,79,7
307,4,0,11,24
308,1,6,118,19
309,1,7,27,11
310,2,15,31,29
311,1,7,84,24
312,3,3,51,27
313,3,6,58,18
314,2,10,16,5
315,4,5,27,12
316,4,7,111,27
317,2,15,154,20
318,3,6,37,20
319,1,14,146,25
320,1,15,55,12
321,2,8,34,20
322,1,16,49,25
323,3,16,136,23
324,3,13,139,24
325,4,0,24,14
326,1,14,26,17
327,1,13,89,16
328,2,10,35,16
329,3,12,91,2
330,4,10,21,3
331,2,18,46,8
332,4,18,142,4
333,3,13,46,7
334,2,7,44,29
335,2,1,126,18
336,1,12,137,30
337,2,18,73,22
338,3,4,100,14
339,1,0,151,18
340,1,11,31,24
341,2,9,143,28
342,1,19,35,29
343,1,15,126,11
344,4,18,43,29
345,4,9,122,30
346,4,5,71,6
347,1,12,16,4
348,1,13,33,18
349,2,20,83,5
350,1,9,65,21
351,2,16,51,26
352,1,17,48,19
353,1,9,99,5
354,3,17,71,6
355,2,6,121,30
356,4,12,149,7
357,1,1,90,20
358,4,15,124,28
359,2,17,152,26
360,3,19,145,16
361,1,7,151,17
362,2,20,2,16
363,1,11,130,17
364,1,18,147,24
365,1,14,133,5
366,4,15,33,28
367,3,5,48,30
368,3,9,11,17
369,4,14,115,4
370,2,0,13,25
371,3,12,147,16
372,1,1,37,2
373,3,5,72,15
374,4,18,160,1
375,1,12,130,21
376,2,4,11,29
377,1,17,124,13
378,4,13,87,18
379,1,10,116,14
380,3,2,64,7
381,2,7,10,7
382,2,12,91,11
383,2,5,19,16
384,3,10,128,4
385,3,15,97,22
386,2,17,150,14
387,4,16,3,15
388,2,19,39,21
389,3,1,95,26
390,2,8,87,10
391,3,7,65,9
392,1,18,90,29
393,1,15,87,18
394,2,4,27,24
395,2,2,68,28
396,2,7,4,5
397,1,3,68,23
398,2,18,31,14
399,2,4,26,9
400,1,13,145,27
401,2,8,143,20
402,4,15,53,4
403,1,10,147,20
404,4,9,37,16
405,1,9,11,18
406,4,18,39,13
407,3,6,136,14
408,2,19,14,11
409,2,2,90,21
410,4,17,2,5
411,4,5,124,11
412,3,14,35,4
413,4,17,125,26
414,1,7,152,21
415,1,17,31,21
416,2,6,133,4
417,3,8,58,30
418,1,17,5,3
419,4,14,7,2
420,1,17,97,21
421,2,11,124,12
422,1,1,105,29
423,4,0,25,2
424,3,0,22,8
425,2,20,13,15
426,1,14,135,6
427,4,12,56,8
428,2,18,81,11
429,4,13,58,19
430,1,6,117,12
431,4,8,93,19
432,1,17,42,23
433,1,2,137,5
434,2,12,143,7
435,4,4,159,15
436,2,11,1,11
437,3,2,4,25
438,3,0,108,4
439,3,1,137,15
440,2,16,128,13
441,2,9,119,27
442,2,20,108,17
443,3,15,38,15
444,3,5,11,1
445,1,2,23,14
446,2,18,90,15
447,4,11,32,27
448,3,6,94,11
449,4,3,56,12
450,4,6,139,7
451,3,6,63,10
452,1,2,146,13
453,2,18,98,18
454,4,0,15,21
455,4,17,81,19
456,1,15,31,14
457,4,1,139,15
458,2,20,55,1
459,3,11,139,21
460,2,12,38,21
461,4,3,51,18
462,3,20,15,6
463,1,9,63,3
464,3,1,37,19
465,4,13,117,11
466,3,11,95,7
467,4,18,62,19
468,4,14,93,22
469,3,10,32,7
470,4,16,42,22
471,3,16,17,29
472,3,15,22,13
473,3,4,34,30
474,1,14,1,2
475,1,13,79,10
476,3,14,39,15
477,3,18,108,22
478,2,10,133,5
479,4,12,147,1
480,2,14,127,17
481,1,15,4,24
482,4,14,140,5
483,3,5,35,27
484,1,7,95,12
485,4,8,87,2
486,4,3,101,24
487,2,8,157,25
488,3,7,108,30
489,3,20,104,4
490,4,20,46,16
491,1,14,26,3
492,4,20,73,14
493,3,1,42,29
494,2,11,120,28
495,2,20,122,17
496,4,18,101,27
497,1,2,83,28
498,1,3,115,20
499,3,7,118,11
500,1,4,152,4
501,3,19,93,21
502,4,12,7,22
503,2,14,16,24
504,1,12,84,3
505,2,5,2,2
506,1,11,84,13
507,3,4,151,28
508,2,7,106,1
