,0,1,2
0,0.010139982,0.184931507,345863.2798
1,0.127233258,2.511415525,184958.4496
2,5.846726833,16.50228311,132594.9775
3,0.683216086,2.337899543,332754.7432
4,1.556050634,5.785388128,287017.2995
5,4.970955298,12.62557078,193714.0219
6,0.360213245,2.511415525,239985.4342
7,0.004722226,0.03652968,444780.3464
8,1.716456569,4.575342466,334719.5656
9,4.898203654,12.85159817,415156.208
10,4.244309599,10.48630137,348474.8198
11,0.359365579,2.511415525,217993.2848
12,0.027182422,0.589041096,135985.1386
13,0.471640916,1.673515982,388417.2733
14,1.631481098,10.21004566,119774.8009
15,0.00298195,0.0456621,140931.976
16,0.017216354,0.351598174,242783.3894
17,4.44912241,10.92009132,303302.3387
18,0.321644894,2.232876712,203856.4366
19,1.496068566,5.063926941,250112.5313
20,0.036247131,0.767123288,180229.3321
21,3.173715753,12.26484018,107582.1017
22,4.586863053,18.94063927,115373.6296
23,0.25149297,1.792237443,263871.8797
24,5.541547803,20.43835616,119320.2926
25,2.06831773,5.826484018,206198.9397
26,0.218438528,1.493150685,427909.1754
27,0.004922359,0.03652968,482857.5147
28,1.171154887,3.901826484,364790.7442
29,0.05204026,0.372146119,402655.2752
30,3.003907655,7.470319635,380274.3409
31,0.081819938,0.737442922,246269.95
32,0.003095531,0.050228311,232041.6232
33,0.034313314,0.253424658,311425.0595
34,0.126764265,0.566210046,217438.8597
35,0.161943898,0.659817352,292534.0026
36,6.336150281,16.55707763,135988.091
37,1.449362559,5.180365297,332414.0116
38,0.023985671,0.5,146307.6141
39,0.013097325,0.271689498,477093.6557
40,1.450781938,4.885844749,211904.8676
41,0.004208273,0.068493151,248258.6126
42,0.016339377,0.340182648,296252.0103
43,0.016646944,0.347031963,273295.9413
44,0.362331282,2.50913242,328747.8776
45,0.000823559,0.00913242,287612.3326
46,0.070595866,0.703196347,196183.2184
47,0.328088774,1.235159817,177354.6388
48,3.973021464,9.356164384,400223.5531
49,0.517611378,1.853881279,357597.1294
50,5.432919623,14.42237443,422288.5002
51,7.256059042,20.85159817,155189.6685
52,0.353952774,2.449771689,297384.8229
53,0.001991753,0.025114155,351498.5713
54,0.776184225,2.719178082,186522.255
55,0.018510543,0.349315068,218717.9079
56,0.014708358,0.098173516,322873.1738
57,0.126556424,0.869863014,391413.1538
58,0.013385539,0.239726027,194263.4326
59,0.137068075,0.53652968,264271.1574
60,0.350868578,2.424657534,224993.7677
61,1.35561257,4.732876712,305873.9489
62,3.375799835,13.03196347,108413.5885
63,1.198514684,3.940639269,450434.747
64,2.054154901,7.739726027,113191.3478
65,4.34155525,10.58219178,290070.8796
