,0,1,2,3
0,1.0,0.0,0.0,1.0
1,1.0,0.0,3.0,11.0
2,1.0,0.0,6.0,21.0
3,1.0,0.0,10.0,1.0
4,1.0,0.0,13.0,11.0
5,1.0,0.0,16.0,21.0
6,1.0,0.0,20.0,1.0
7,1.0,0.0,23.0,11.0
8,1.0,0.0,26.0,21.0
9,1.0,0.0,30.0,1.0
10,1.0,0.0,33.0,11.0
11,1.0,0.0,36.0,21.0
12,1.0,0.0,40.0,1.0
13,1.0,0.0,43.0,11.0
14,1.0,0.0,46.0,21.0
15,1.0,0.0,50.0,1.0
16,1.0,0.0,53.0,11.0
17,1.0,0.0,56.0,21.0
18,1.0,0.0,60.0,1.0
19,1.0,0.0,63.0,11.0
20,1.0,0.0,66.0,21.0
21,1.0,0.0,70.0,1.0
22,1.0,0.0,73.0,11.0
23,1.0,0.0,76.0,21.0
24,1.0,0.0,80.0,1.0
25,1.0,0.0,83.0,11.0
26,1.0,0.0,86.0,21.0
27,1.0,0.0,90.0,1.0
28,1.0,0.0,93.0,11.0
29,1.0,0.0,96.0,21.0
30,1.0,0.0,100.0,1.0
31,1.0,0.0,103.0,11.0
32,1.0,0.0,106.0,21.0
33,1.0,0.0,110.0,1.0
34,1.0,0.0,113.0,11.0
35,1.0,0.0,116.0,21.0
36,1.0,0.0,120.0,1.0
37,1.0,0.0,123.0,11.0
38,1.0,0.0,126.0,21.0
39,1.0,0.0,130.0,1.0
40,1.0,0.0,133.0,11.0
41,1.0,0.0,136.0,21.0
42,1.0,0.0,140.0,1.0
43,1.0,0.0,143.0,11.0
44,1.0,0.0,146.0,21.0
45,1.0,0.0,150.0,1.0
46,1.0,0.0,153.0,11.0
47,1.0,0.0,156.0,21.0
48,1.0,0.0,160.0,1.0
49,1.0,1.0,2.0,11.0
50,1.0,1.0,5.0,21.0
51,1.0,1.0,9.0,1.0
52,1.0,1.0,12.0,11.0
53,1.0,1.0,15.0,21.0
54,1.0,1.0,19.0,1.0
55,1.0,1.0,22.0,11.0
56,1.0,1.0,25.0,21.0
57,1.0,1.0,29.0,1.0
58,1.0,1.0,32.0,11.0
59,1.0,1.0,35.0,21.0
60,1.0,1.0,39.0,1.0
61,1.0,1.0,42.0,11.0
62,1.0,1.0,45.0,21.0
63,1.0,1.0,49.0,1.0
64,1.0,1.0,52.0,11.0
65,1.0,1.0,55.0,21.0
66,1.0,1.0,59.0,1.0
67,1.0,1.0,62.0,11.0
68,1.0,1.0,65.0,21.0
69,1.0,1.0,69.0,1.0
70,1.0,1.0,72.0,11.0
71,1.0,1.0,75.0,21.0
72,1.0,1.0,79.0,1.0
73,1.0,1.0,82.0,11.0
74,1.0,1.0,85.0,21.0
75,1.0,1.0,89.0,1.0
76,1.0,1.0,92.0,11.0
77,1.0,1.0,95.0,21.0
78,1.0,1.0,99.0,1.0
79,1.0,1.0,102.0,11.0
80,1.0,1.0,105.0,21.0
81,1.0,1.0,109.0,1.0
82,1.0,1.0,112.0,11.0
83,1.0,1.0,115.0,21.0
84,1.0,1.0,119.0,1.0
85,1.0,1.0,122.0,11.0
86,1.0,1.0,125.0,21.0
87,1.0,1.0,129.0,1.0
88,1.0,1.0,132.0,11.0
89,1.0,1.0,135.0,21.0
90,1.0,1.0,139.0,1.0
91,1.0,1.0,142.0,11.0
92,1.0,1.0,145.0,21.0
93,1.0,1.0,149.0,1.0
94,1.0,1.0,152.0,11.0
95,1.0,1.0,155.0,21.0
96,1.0,1.0,159.0,1.0
97,1.0,2.0,1.0,11.0
98,1.0,2.0,4.0,21.0
99,1.0,2.0,8.0,1.0
100,1.0,2.0,11.0,11.0
101,1.0,2.0,14.0,21.0
102,1.0,2.0,18.0,1.0
103,1.0,2.0,21.0,11.0
104,1.0,2.0,24.0,21.0
105,1.0,2.0,28.0,1.0
106,1.0,2.0,31.0,11.0
107,1.0,2.0,34.0,21.0
108,1.0,2.0,38.0,1.0
109,1.0,2.0,41.0,11.0
110,1.0,2.0,44.0,21.0
111,1.0,2.0,48.0,1.0
112,1.0,2.0,51.0,11.0
113,1.0,2.0,54.0,21.0
114,1.0,2.0,58.0,1.0
115,1.0,2.0,61.0,11.0
116,1.0,2.0,64.0,21.0
117,1.0,2.0,68.0,1.0
118,1.0,2.0,71.0,11.0
119,1.0,2.0,74.0,21.0
120,1.0,2.0,78.0,1.0
121,1.0,2.0,81.0,11.0
122,1.0,2.0,84.0,21.0
123,1.0,2.0,88.0,1.0
124,1.0,2.0,91.0,11.0
125,1.0,2.0,94.0,21.0
126,1.0,2.0,98.0,1.0
127,1.0,2.0,101.0,11.0
128,1.0,2.0,104.0,21.0
129,1.0,2.0,108.0,1.0
130,1.0,2.0,111.0,11.0
131,1.0,2.0,114.0,21.0
132,1.0,2.0,118.0,1.0
133,1.0,2.0,121.0,11.0
134,1.0,2.0,124.0,21.0
135,1.0,2.0,128.0,1.0
136,1.0,2.0,131.0,11.0
137,1.0,2.0,134.0,21.0
138,1.0,2.0,138.0,1.0
139,1.0,2.0,141.0,11.0
140,1.0,2.0,144.0,21.0
