,0,1,2,3
0,1,17,143,26
1,3,2,54,10
2,3,20,64,19
3,4,14,10,30
4,4,7,113,14
5,3,17,155,16
6,2,18,134,24
7,4,20,22,28
8,4,11,95,12
9,1,16,53,23
10,2,15,139,7
11,4,3,101,12
12,1,7,39,10
13,3,19,144,17
14,4,8,76,24
15,4,15,20,30
16,4,12,119,17
17,3,4,52,18
18,1,11,33,25
19,1,7,48,4
20,2,16,116,9
21,3,4,38,12
22,3,9,158,17
23,1,20,34,28
24,2,18,66,18
25,4,14,146,8
26,2,2,61,6
27,2,3,153,22
28,2,20,100,3
29,4,16,156,20
30,1,6,117,29
31,2,17,0,30
32,2,5,32,5
33,1,4,57,11
34,2,18,2,4
35,2,0,67,28
36,3,0,147,3
37,2,10,125,1
38,1,14,156,8
39,1,3,72,4
40,3,13,43,28
41,1,18,2,18
42,1,12,11,18
43,3,12,11,29
44,3,9,110,10
45,2,12,67,27
46,4,2,27,20
47,2,16,34,7
48,4,8,119,6
49,1,20,38,9
50,2,18,94,9
51,2,4,43,16
52,4,14,49,27
53,4,20,40,8
54,4,0,32,25
55,4,9,107,6
56,1,16,4,1
57,2,20,32,6
58,1,20,142,24
59,1,5,90,6
60,2,20,76,3
61,2,2,68,24
62,4,17,100,18
63,3,16,131,23
64,3,9,68,2
65,3,0,85,1
66,4,11,158,27
67,4,20,11,11
68,1,16,142,8
69,1,8,133,19
70,3,18,49,26
71,2,0,158,13
72,4,7,131,2
73,4,16,34,9
74,1,16,2,27
75,3,2,39,4
76,2,14,52,6
77,4,15,15,18
78,4,12,42,10
79,3,12,22,30
80,2,19,12,17
81,1,9,84,25
82,4,20,111,20
83,3,18,79,5
84,3,8,1,17
85,3,9,109,27
86,3,1,38,26
87,4,4,132,3
88,2,13,20,30
89,3,8,94,12
90,1,5,124,4
91,3,9,120,26
92,3,5,129,5
93,4,4,48,28
94,3,4,38,4
95,1,14,120,19
96,2,19,119,5
97,4,0,41,30
98,1,0,105,22
99,4,20,93,19
100,1,8,85,9
101,2,6,25,24
102,1,19,56,2
103,1,19,19,19
104,4,20,156,30
105,4,7,118,18
106,4,18,33,15
107,4,4,67,2
108,2,9,131,29
109,4,14,101,2
110,4,3,71,11
111,1,18,150,26
112,1,2,18,2
113,1,10,78,3
114,4,16,133,21
115,3,12,52,3
116,4,2,125,29
117,4,17,11,27
118,4,20,143,3
119,4,15,152,24
120,2,10,107,13
121,1,5,68,7
122,4,10,93,16
123,3,10,117,27
124,1,10,23,4
125,2,19,124,3
126,4,11,91,17
127,2,12,3,24
128,2,6,57,10
129,3,11,150,26
130,4,12,78,15
131,2,20,41,13
132,4,18,157,23
133,1,14,3,3
134,1,11,150,19
135,2,14,116,18
136,4,3,143,16
137,4,9,40,13
138,1,11,82,20
139,3,7,107,12
140,1,0,148,13
141,1,1,20,8
142,4,19,91,27
143,2,18,28,27
144,1,5,81,10
145,2,9,81,2
146,1,17,119,6
147,3,7,134,27
148,4,5,71,28
149,2,20,74,18
150,1,16,97,25
151,2,3,136,25
152,4,18,29,18
153,2,17,135,18
154,1,3,2,8
155,4,7,125,24
156,3,14,130,7
157,3,20,142,2
158,2,11,25,9
159,2,19,42,13
160,1,16,106,15
161,3,20,155,28
162,4,7,3,25
163,3,9,72,14
164,1,2,5,23
165,3,8,83,3
166,2,4,52,27
167,3,5,103,10
168,3,7,36,27
169,2,12,71,25
170,3,14,121,21
171,2,20,149,7
172,2,8,12,2
173,1,3,105,25
174,1,20,73,25
175,1,18,128,28
176,2,17,79,29
177,1,2,45,30
178,2,20,107,8
179,3,1,89,5
180,2,15,136,19
181,3,15,3,12
182,4,13,132,7
183,4,9,31,6
184,3,2,25,2
185,3,0,119,3
186,3,6,16,2
187,4,8,77,17
188,4,10,105,29
189,4,15,30,24
190,1,7,141,27
191,3,9,108,25
192,4,18,77,1
193,1,1,139,14
194,2,0,67,12
195,4,10,102,28
196,3,18,65,22
197,2,0,121,20
198,2,13,71,11
199,1,13,103,10
200,1,10,152,18
201,2,4,39,5
202,3,12,128,21
203,1,9,60,16
204,4,13,47,25
205,3,19,138,17
206,4,17,98,1
207,3,11,11,14
208,2,7,80,15
209,1,9,62,29
210,2,9,80,22
211,3,4,102,10
212,4,9,83,5
213,3,13,91,25
214,4,6,99,21
215,2,12,48,24
216,3,6,114,5
217,4,15,2,21
218,1,2,137,24
219,2,2,76,1
220,3,17,39,5
221,1,13,98,12
222,3,18,154,7
223,4,7,2,30
224,3,17,93,2
225,3,18,85,13
226,3,8,64,17
227,4,2,79,11
228,4,18,25,30
229,3,5,126,3
230,1,20,53,28
231,1,0,29,29
232,4,5,51,6
233,4,16,86,12
234,1,9,95,29
235,1,5,145,10
236,3,14,112,5
237,2,12,38,4
238,1,2,25,1
239,1,9,89,8
240,2,18,112,19
241,3,20,156,8
242,3,2,24,10
243,3,12,8,25
244,4,19,155,9
245,3,18,15,28
246,2,19,76,22
247,1,5,91,8
248,4,3,64,9
249,3,2,67,1
250,4,11,146,30
251,4,3,21,20
252,3,14,91,7
253,2,20,91,4
254,4,12,47,21
255,3,7,118,11
256,1,18,89,24
257,3,8,18,15
258,1,13,75,20
259,4,9,124,14
260,2,11,33,20
261,1,20,122,6
262,4,12,84,15
263,1,4,153,11
264,1,16,123,8
265,4,8,133,3
266,1,10,71,26
267,2,9,119,27
268,3,6,153,16
269,4,19,29,2
270,2,7,127,14
271,1,15,31,22
272,3,14,108,7
273,4,14,64,28
274,2,15,6,11
275,3,5,160,28
276,3,3,54,4
277,1,4,91,9
278,1,17,39,21
279,3,6,89,25
280,1,19,116,19
281,2,7,114,2
282,1,12,155,14
283,1,14,124,24
284,4,16,71,18
285,4,13,146,9
286,4,9,72,12
287,2,3,154,19
288,4,8,102,7
289,3,5,86,23
290,4,7,89,5
291,3,10,99,6
292,1,19,13,28
293,4,20,12,7
294,3,6,138,18
295,3,11,118,18
296,1,14,85,20
297,3,10,41,27
298,2,17,66,17
299,2,15,29,23
300,1,15,41,24
301,4,15,111,13
302,4,4,83,26
303,1,3,55,15
304,3,3,103,17
305,3,3,57,13
306,4,1,76,19
307,3,15,48,16
308,3,7,6,12
309,2,10,70,4
310,1,12,90,27
311,2,14,17,13
312,1,5,68,20
313,1,16,9,26
314,4,9,108,23
315,3,7,113,18
316,4,1,19,18
317,2,2,126,15
318,4,13,129,22
319,3,14,8,1
320,1,4,5,26
321,1,9,12,19
322,4,16,49,6
323,2,2,119,16
324,1,14,75,25
325,1,4,102,16
326,3,13,32,3
327,2,10,98,15
328,1,12,39,26
329,4,11,76,8
330,3,2,20,28
331,2,0,114,21
332,1,3,86,18
333,3,14,139,13
334,1,7,94,18
335,2,3,90,30
336,4,18,138,8
337,2,11,105,26
338,3,16,112,17
339,4,3,60,11
340,3,19,113,10
341,4,5,92,14
342,1,16,83,30
343,4,14,48,2
344,3,16,142,19
345,2,10,67,11
346,2,11,21,2
347,3,7,53,30
348,3,13,11,16
349,2,2,89,29
350,2,7,98,5
351,4,16,120,30
352,1,14,144,11
353,4,14,23,9
354,1,18,19,2
355,2,17,29,25
356,3,6,75,9
357,4,8,37,22
358,3,16,31,15
359,4,11,135,10
360,1,17,55,21
361,3,1,81,20
362,4,14,64,24
363,1,15,77,2
364,1,4,113,4
365,3,1,135,19
366,3,12,69,7
367,1,5,58,13
368,1,10,8,4
369,3,15,99,28
370,4,0,156,25
371,1,15,1,3
372,1,16,1,30
373,1,5,2,9
374,3,0,97,21
375,4,1,98,12
376,3,7,35,5
377,3,15,83,15
378,4,0,8,13
379,4,1,131,21
380,2,6,55,5
381,2,2,37,20
382,2,12,13,25
383,1,13,5,23
384,1,20,117,12
385,4,14,136,5
386,2,4,49,24
387,3,9,72,7
388,3,10,80,4
389,4,9,39,21
390,3,12,72,10
391,2,7,55,9
392,2,9,49,15
393,1,20,140,20
394,2,6,72,21
395,4,9,134,28
396,1,20,121,4
397,1,4,19,24
398,1,8,157,26
399,1,6,84,14
400,4,18,47,15
401,2,11,45,8
402,3,15,134,25
403,1,12,75,1
404,3,16,88,6
405,4,17,117,21
406,3,8,90,3
407,3,7,72,11
408,1,17,66,23
409,2,9,133,7
410,4,14,60,27
411,1,20,113,29
412,2,17,91,25
413,3,2,28,29
414,1,17,48,1
415,4,3,27,13
416,2,10,45,28
417,3,19,118,4
418,4,10,71,3
419,1,9,151,13
420,2,5,24,3
421,4,3,82,3
422,1,9,157,5
423,2,20,57,7
424,4,16,152,26
425,2,13,107,2
426,3,3,86,14
427,3,2,6,15
428,1,11,150,6
429,1,3,101,30
430,2,0,6,14
431,1,9,148,28
432,2,15,120,1
433,3,6,158,11
434,1,10,142,6
435,2,20,105,15
436,1,16,88,5
437,1,9,41,5
438,2,2,133,6
439,3,16,115,17
440,2,20,46,1
441,3,0,119,4
442,4,5,56,9
443,3,11,142,8
444,2,17,96,5
445,1,7,47,1
446,1,6,81,7
447,3,17,35,25
448,2,16,115,14
449,1,9,2,27
450,3,12,138,14
451,1,16,66,6
452,3,19,35,22
453,2,16,116,28
454,4,4,7,11
455,2,0,126,4
456,3,13,19,12
457,4,17,139,30
458,3,6,160,2
459,3,9,50,20
460,4,0,141,11
461,4,9,61,24
462,2,13,71,15
463,1,7,158,29
464,3,7,123,8
465,1,4,54,14
466,1,6,156,25
467,4,19,152,16
468,4,17,82,1
469,1,10,115,29
470,1,19,54,28
471,2,16,90,17
472,4,2,1,26
473,3,14,99,20
474,2,2,78,25
475,1,3,49,18
476,2,7,107,12
477,3,19,86,1
478,1,15,99,23
479,3,19,28,5
480,2,6,98,2
481,2,19,47,12
482,3,5,117,10
483,2,7,86,19
484,4,19,80,3
485,3,12,84,29
486,1,20,13,21
487,3,4,42,22
488,4,6,7,2
489,1,1,128,15
490,4,9,100,16
491,3,12,70,8
492,4,1,81,8
493,3,2,80,29
494,2,3,147,17
495,1,17,6,11
496,2,20,126,11
497,4,11,6,28
498,2,6,158,8
499,3,20,134,17
500,3,8,85,5
501,1,12,95,24
502,4,1,111,21
503,1,12,5,23
504,2,7,121,12
505,4,7,45,8
506,3,6,98,19
507,1,9,66,8
508,3,16,133,10
509,2,15,98,19
510,2,18,56,30
511,1,20,39,30
512,2,18,99,16
513,1,9,18,6
514,4,18,42,4
515,3,12,116,15
516,4,10,8,14
